active,date,points_scored,plus_minus,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
TRUE,1/21/2019,11,27,GOLDEN STATE WARRIORS,AWAY,LAS,WIN,1808,3,12,2,10,3,3,1,4,12,1,0,0,3,13.9
TRUE,1/24/2019,38,13,GOLDEN STATE WARRIORS,AWAY,WSH,WIN,2128,14,24,2,8,8,8,0,4,3,0,1,3,2,27
TRUE,1/26/2019,24,4,GOLDEN STATE WARRIORS,AWAY,BOS,WIN,2284,7,15,6,12,4,4,0,3,3,0,0,1,2,17.5
TRUE,1/28/2019,26,10,GOLDEN STATE WARRIORS,AWAY,IND,WIN,1609,10,13,6,8,0,0,1,5,3,2,0,3,4,22.6
TRUE,1/31/2019,41,-6,GOLDEN STATE WARRIORS,HOME,PHI,LOSS,2292,14,27,10,18,3,4,1,3,6,1,0,6,1,27.7
TRUE,2/2/2019,14,13,GOLDEN STATE WARRIORS,HOME,LAS,WIN,1971,5,15,2,9,2,3,0,4,2,0,0,2,2,4.9
TRUE,2/6/2019,19,26,GOLDEN STATE WARRIORS,HOME,SAS,WIN,1716,7,12,3,5,2,3,1,4,7,2,1,3,2,18.7
TRUE,2/8/2019,20,13,GOLDEN STATE WARRIORS,AWAY,PHO,WIN,2133,6,17,3,11,5,6,0,7,7,1,1,2,5,14.8
TRUE,2/10/2019,25,-9,GOLDEN STATE WARRIORS,HOME,MIA,WIN,2185,9,18,5,10,2,2,1,3,2,2,0,2,2,18.2
TRUE,2/12/2019,24,5,GOLDEN STATE WARRIORS,HOME,UTA,WIN,2170,8,19,5,14,3,3,0,5,4,4,2,2,3,20.4
TRUE,2/13/2019,32,-10,GOLDEN STATE WARRIORS,AWAY,POR,LOSS,1957,10,24,5,14,7,7,1,6,2,0,0,1,2,21.3
TRUE,2/21/2019,36,6,GOLDEN STATE WARRIORS,HOME,SAC,WIN,2174,12,23,10,16,2,2,0,6,7,2,0,3,1,30
TRUE,2/23/2019,25,-1,GOLDEN STATE WARRIORS,HOME,HOU,LOSS,2142,9,18,5,11,2,2,0,9,7,1,1,3,3,21.1
TRUE,2/25/2019,16,-4,GOLDEN STATE WARRIORS,AWAY,CHA,WIN,2103,5,18,4,14,2,3,0,5,6,4,0,4,1,10.3
TRUE,2/27/2019,24,5,GOLDEN STATE WARRIORS,AWAY,MIA,LOSS,2063,9,20,4,14,2,3,1,5,4,0,0,3,1,14.8
TRUE,2/28/2019,33,1,GOLDEN STATE WARRIORS,AWAY,ORL,LOSS,2243,12,33,5,17,4,4,1,7,6,0,0,3,1,18.3
TRUE,3/2/2019,28,2,GOLDEN STATE WARRIORS,AWAY,PHI,WIN,2156,10,23,5,15,3,3,1,3,2,4,0,2,4,19.3
TRUE,3/5/2019,23,-21,GOLDEN STATE WARRIORS,HOME,BOS,LOSS,1851,8,16,4,10,3,3,0,3,4,1,0,4,3,14.5
TRUE,3/8/2019,17,20,GOLDEN STATE WARRIORS,HOME,DEN,WIN,2061,6,16,4,10,1,2,0,7,4,0,0,7,4,4.1
TRUE,3/10/2019,18,7,GOLDEN STATE WARRIORS,HOME,PHO,LOSS,2095,6,20,4,15,2,2,0,7,8,3,1,3,4,13.2
TRUE,3/13/2019,24,-3,GOLDEN STATE WARRIORS,AWAY,HOU,WIN,2121,8,20,3,9,5,5,2,2,5,2,0,1,2,18.9
TRUE,3/16/2019,33,19,GOLDEN STATE WARRIORS,AWAY,OKC,WIN,1986,10,23,5,12,8,10,1,6,3,2,0,4,1,22.3
TRUE,3/18/2019,25,3,GOLDEN STATE WARRIORS,AWAY,SAS,LOSS,2235,9,25,6,18,1,1,1,6,8,3,1,2,3,19.7
TRUE,3/19/2019,36,15,GOLDEN STATE WARRIORS,AWAY,MIN,WIN,1955,12,21,8,14,4,5,1,2,5,2,0,2,1,30.1
TRUE,3/21/2019,15,24,GOLDEN STATE WARRIORS,HOME,IND,WIN,1768,5,15,5,12,0,0,1,3,7,1,0,3,3,9.8
TRUE,3/24/2019,26,14,GOLDEN STATE WARRIORS,HOME,DET,WIN,2126,9,19,5,10,3,3,2,7,3,1,0,4,2,18.1
TRUE,3/27/2019,28,17,GOLDEN STATE WARRIORS,AWAY,MEM,WIN,2003,7,20,6,12,8,9,0,10,7,1,1,1,3,23.8
TRUE,3/29/2019,37,5,GOLDEN STATE WARRIORS,AWAY,MIN,LOSS,2515,13,25,11,19,0,0,0,3,5,2,0,2,2,28.3
TRUE,3/31/2019,25,37,GOLDEN STATE WARRIORS,HOME,CHA,WIN,1648,8,14,5,8,4,4,0,5,6,2,1,1,0,25.8
TRUE,4/2/2019,17,25,GOLDEN STATE WARRIORS,HOME,DEN,WIN,1814,6,11,5,10,0,0,0,4,5,3,0,4,4,13.8
TRUE,4/4/2019,7,32,GOLDEN STATE WARRIORS,AWAY,LAS,WIN,1769,3,14,1,9,0,0,1,9,7,1,0,2,1,5.3
TRUE,4/5/2019,40,5,GOLDEN STATE WARRIORS,HOME,CLE,WIN,2166,12,21,9,12,7,7,1,5,7,0,1,4,1,33.5
TRUE,4/7/2019,27,35,GOLDEN STATE WARRIORS,HOME,LAC,WIN,1775,11,20,3,10,2,2,0,5,4,1,1,0,3,22.2
TRUE,4/9/2019,5,1,GOLDEN STATE WARRIORS,AWAY,NOP,WIN,565,2,4,1,2,0,0,0,1,1,0,0,2,0,2
TRUE,10/24/2019,23,-19,GOLDEN STATE WARRIORS,HOME,LAC,LOSS,1788,8,20,2,11,5,5,1,3,4,1,0,8,3,8.4
TRUE,10/27/2019,23,-30,GOLDEN STATE WARRIORS,AWAY,OKC,LOSS,1808,7,18,2,9,7,7,2,6,5,0,0,2,0,17.9
TRUE,10/28/2019,26,32,GOLDEN STATE WARRIORS,AWAY,NOP,WIN,1860,9,17,4,10,4,4,1,2,11,3,0,1,5,26.7
TRUE,10/30/2019,9,-13,GOLDEN STATE WARRIORS,HOME,PHO,LOSS,1269,3,11,1,7,2,2,0,5,6,1,2,4,2,5.8
TRUE,3/5/2020,23,-13,GOLDEN STATE WARRIORS,HOME,TOR,LOSS,1634,6,16,3,12,8,8,0,6,7,0,0,1,1,19.5
TRUE,12/22/2020,20,-23,GOLDEN STATE WARRIORS,AWAY,BKN,LOSS,1819,7,21,2,10,4,4,3,1,10,2,0,3,1,16.1
TRUE,12/25/2020,19,-24,GOLDEN STATE WARRIORS,AWAY,MIL,LOSS,1738,6,17,2,10,5,5,0,4,6,1,0,2,2,13.1
TRUE,12/27/2020,36,3,GOLDEN STATE WARRIORS,AWAY,CHI,WIN,2186,11,25,5,15,9,9,0,2,6,2,2,4,1,26.7
TRUE,12/29/2020,31,3,GOLDEN STATE WARRIORS,AWAY,DET,WIN,2090,9,17,5,9,8,8,0,5,6,2,0,8,5,20.4
TRUE,1/1/2021,26,-27,GOLDEN STATE WARRIORS,HOME,POR,LOSS,2018,9,20,4,12,4,4,0,8,5,0,0,1,1,20.1
TRUE,1/3/2021,62,20,GOLDEN STATE WARRIORS,HOME,POR,WIN,2187,18,31,8,16,18,19,1,4,4,0,0,5,0,46.8
TRUE,1/4/2021,30,26,GOLDEN STATE WARRIORS,HOME,SAC,WIN,1834,9,18,5,12,7,7,0,9,8,0,0,2,3,26.1
TRUE,1/6/2021,13,-10,GOLDEN STATE WARRIORS,HOME,LAC,LOSS,2099,5,17,1,6,2,4,1,3,5,1,0,0,3,7.2
TRUE,1/8/2021,38,13,GOLDEN STATE WARRIORS,HOME,LAC,WIN,2175,13,24,9,14,3,3,0,2,11,3,0,2,3,34.5
TRUE,1/10/2021,11,7,GOLDEN STATE WARRIORS,HOME,TOR,WIN,2292,2,16,1,10,6,6,3,6,6,0,0,5,3,2.5
TRUE,1/12/2021,20,-2,GOLDEN STATE WARRIORS,HOME,IND,LOSS,2153,7,17,3,8,3,5,1,3,3,2,0,2,3,12.6
TRUE,1/14/2021,35,-21,GOLDEN STATE WARRIORS,AWAY,DEN,LOSS,2218,14,23,5,11,2,2,0,11,4,2,0,7,2,24.8
TRUE,1/18/2021,26,-3,GOLDEN STATE WARRIORS,AWAY,LAS,WIN,2137,8,22,3,12,7,7,0,1,7,1,0,4,2,15.2
TRUE,1/20/2021,26,30,GOLDEN STATE WARRIORS,HOME,SAS,WIN,1888,10,17,4,8,2,2,1,10,7,1,0,4,2,22.9
TRUE,1/21/2021,30,-16,GOLDEN STATE WARRIORS,HOME,NYK,LOSS,2079,9,19,5,14,7,8,0,3,4,2,0,4,3,20.4
TRUE,1/23/2021,24,-24,GOLDEN STATE WARRIORS,AWAY,UTA,LOSS,1626,9,18,5,10,1,2,0,7,7,0,0,1,2,19.8
TRUE,1/25/2021,36,19,GOLDEN STATE WARRIORS,HOME,MIN,WIN,2033,11,21,7,12,7,8,1,3,3,3,0,3,2,28.2
TRUE,1/27/2021,16,28,GOLDEN STATE WARRIORS,HOME,MIN,WIN,1993,6,17,4,11,0,0,0,6,8,0,0,2,2,11.1
TRUE,1/28/2021,27,-23,GOLDEN STATE WARRIORS,AWAY,PHO,LOSS,1874,10,20,5,10,2,2,1,3,4,0,0,4,2,16.6
TRUE,1/30/2021,28,26,GOLDEN STATE WARRIORS,HOME,DET,WIN,1797,11,17,6,8,0,0,0,5,7,2,0,6,1,22.5
TRUE,2/2/2021,38,4,GOLDEN STATE WARRIORS,HOME,BOS,LOSS,2289,12,21,7,14,7,7,0,11,8,3,0,3,0,37
TRUE,2/4/2021,28,19,GOLDEN STATE WARRIORS,AWAY,DAL,WIN,1796,9,17,4,10,6,6,0,3,6,0,0,2,2,22
TRUE,2/6/2021,57,7,GOLDEN STATE WARRIORS,AWAY,DAL,LOSS,2224,19,31,11,19,8,8,0,2,5,1,0,3,3,43.8
TRUE,2/8/2021,32,3,GOLDEN STATE WARRIORS,AWAY,SAS,LOSS,2137,10,17,6,11,6,6,0,7,6,1,0,1,1,30
TRUE,2/9/2021,32,15,GOLDEN STATE WARRIORS,AWAY,SAS,WIN,1916,11,20,4,10,6,8,0,4,2,0,0,1,1,22.8
TRUE,2/11/2021,40,16,GOLDEN STATE WARRIORS,HOME,ORL,WIN,2243,14,26,10,19,2,2,0,8,5,4,0,6,1,30.9
TRUE,2/13/2021,27,-26,GOLDEN STATE WARRIORS,HOME,BKN,LOSS,2018,10,17,2,9,5,5,0,3,5,0,0,4,2,18.7
TRUE,2/15/2021,36,20,GOLDEN STATE WARRIORS,HOME,CLE,WIN,1787,13,19,7,11,3,3,0,2,6,0,0,1,0,31.7
TRUE,2/17/2021,25,8,GOLDEN STATE WARRIORS,HOME,MIA,WIN,2541,8,25,5,20,4,4,1,6,11,2,0,3,1,19.5
TRUE,2/19/2021,29,-7,GOLDEN STATE WARRIORS,AWAY,ORL,LOSS,2228,11,29,6,16,1,1,2,5,11,0,0,1,3,21.5
TRUE,2/23/2021,37,19,GOLDEN STATE WARRIORS,AWAY,NYK,WIN,2202,9,22,7,14,12,12,0,6,6,2,0,2,1,30.8
TRUE,2/24/2021,24,7,GOLDEN STATE WARRIORS,AWAY,IND,WIN,2156,7,21,1,11,9,10,1,7,8,2,0,4,2,17.3
TRUE,2/26/2021,29,23,GOLDEN STATE WARRIORS,HOME,CHA,WIN,2153,8,15,3,8,10,10,0,4,9,1,0,4,1,25.8
TRUE,2/28/2021,16,-24,GOLDEN STATE WARRIORS,AWAY,LAS,LOSS,1554,5,13,2,7,4,5,0,4,7,3,0,3,2,13.8
TRUE,3/3/2021,35,-6,GOLDEN STATE WARRIORS,AWAY,POR,LOSS,2177,13,28,5,14,4,5,1,6,5,3,0,4,1,24.8
TRUE,3/11/2021,14,-19,GOLDEN STATE WARRIORS,AWAY,LAC,LOSS,1600,6,16,1,8,1,2,0,4,3,2,1,2,1,8.4
TRUE,3/14/2021,32,19,GOLDEN STATE WARRIORS,HOME,UTA,WIN,2138,10,20,6,9,6,7,1,4,9,1,0,3,3,26.6
TRUE,3/15/2021,27,-12,GOLDEN STATE WARRIORS,HOME,LAS,LOSS,1753,9,17,4,7,5,5,0,3,2,3,0,2,1,21.6
TRUE,3/17/2021,18,10,GOLDEN STATE WARRIORS,AWAY,HOU,WIN,1805,7,18,2,11,2,2,0,5,8,1,0,2,3,13.1
TRUE,3/29/2021,32,16,GOLDEN STATE WARRIORS,HOME,CHI,WIN,1817,11,24,6,14,4,5,1,4,6,1,0,1,0,25.3
TRUE,4/1/2021,36,2,GOLDEN STATE WARRIORS,AWAY,MIA,LOSS,2181,9,19,5,11,13,13,2,9,3,0,0,3,2,28.7
TRUE,4/4/2021,37,8,GOLDEN STATE WARRIORS,AWAY,ATL,LOSS,2204,12,23,3,12,10,12,1,4,2,2,1,8,0,22.9
TRUE,4/6/2021,41,3,GOLDEN STATE WARRIORS,HOME,MIL,WIN,2267,14,21,5,10,8,9,2,4,4,0,0,4,2,32.1
TRUE,4/9/2021,32,-16,GOLDEN STATE WARRIORS,HOME,WSH,LOSS,2092,11,25,5,12,5,6,0,6,5,3,0,2,0,24.8
TRUE,4/10/2021,38,7,GOLDEN STATE WARRIORS,HOME,HOU,WIN,2096,13,21,8,15,4,4,0,8,5,1,0,5,3,29.2
TRUE,4/12/2021,53,16,GOLDEN STATE WARRIORS,HOME,DEN,WIN,2142,14,24,10,18,15,16,0,6,4,0,0,5,3,39.8
TRUE,4/14/2021,42,31,GOLDEN STATE WARRIORS,AWAY,OKC,WIN,1763,14,20,11,16,3,3,0,6,8,0,0,0,3,39.8
TRUE,4/15/2021,33,5,GOLDEN STATE WARRIORS,AWAY,CLE,WIN,2075,12,25,4,13,5,5,0,4,5,0,2,4,3,21.2
TRUE,4/17/2021,47,-7,GOLDEN STATE WARRIORS,AWAY,BOS,LOSS,2229,15,27,11,19,6,8,0,7,3,0,0,5,2,31.7
TRUE,4/19/2021,49,11,GOLDEN STATE WARRIORS,AWAY,PHI,WIN,2215,14,28,10,17,11,12,0,3,5,0,0,6,2,32.2
TRUE,4/21/2021,18,-23,GOLDEN STATE WARRIORS,AWAY,WSH,LOSS,2163,7,25,2,14,2,2,0,7,8,1,0,6,2,5.2
TRUE,4/23/2021,32,27,GOLDEN STATE WARRIORS,HOME,DEN,WIN,2024,11,18,4,9,6,6,0,8,3,0,0,3,3,24.1
TRUE,4/25/2021,37,7,GOLDEN STATE WARRIORS,HOME,SAC,WIN,2266,11,21,7,14,8,11,0,7,4,1,1,7,1,24.7
TRUE,4/27/2021,27,-27,GOLDEN STATE WARRIORS,HOME,DAL,LOSS,1790,9,18,5,9,4,4,0,1,2,2,0,2,1,19.3
TRUE,4/29/2021,37,-10,GOLDEN STATE WARRIORS,AWAY,MIN,LOSS,2211,11,27,6,17,9,9,1,5,8,2,0,3,4,27.7
TRUE,5/1/2021,30,25,GOLDEN STATE WARRIORS,AWAY,HOU,WIN,1822,9,23,7,17,5,7,0,5,5,1,0,4,0,18.7
TRUE,5/3/2021,41,19,GOLDEN STATE WARRIORS,AWAY,NOP,WIN,2117,14,26,8,18,5,6,0,4,8,1,0,4,5,29.8
TRUE,5/4/2021,37,-9,GOLDEN STATE WARRIORS,AWAY,NOP,LOSS,2226,13,31,8,20,3,3,2,7,2,3,0,4,2,23.6
TRUE,5/6/2021,34,24,GOLDEN STATE WARRIORS,HOME,OKC,WIN,1881,11,21,6,13,6,7,0,4,7,1,0,3,2,26.6
TRUE,5/8/2021,49,31,GOLDEN STATE WARRIORS,HOME,OKC,WIN,1760,14,26,11,21,10,10,0,5,2,1,0,1,2,38.5
TRUE,5/10/2021,36,4,GOLDEN STATE WARRIORS,HOME,UTA,WIN,2215,11,25,3,13,11,12,1,3,6,2,0,3,1,26.9
TRUE,5/11/2021,21,6,GOLDEN STATE WARRIORS,HOME,PHO,WIN,2191,7,22,1,11,6,6,0,3,6,1,0,3,2,10.7
TRUE,5/16/2021,46,14,GOLDEN STATE WARRIORS,HOME,MEM,WIN,2397,16,36,9,22,5,6,1,6,9,1,1,7,2,29.5
TRUE,10/19/2021,21,4,GOLDEN STATE WARRIORS,AWAY,LAS,WIN,2171,5,21,2,8,9,9,1,9,10,3,0,4,1,17.3
TRUE,10/21/2021,45,-2,GOLDEN STATE WARRIORS,HOME,LAC,WIN,2253,16,25,8,13,5,5,0,10,1,1,1,6,2,32.5
TRUE,10/24/2021,27,14,GOLDEN STATE WARRIORS,AWAY,SAC,WIN,2116,9,23,4,15,5,6,1,6,10,3,0,3,1,23.2
TRUE,10/26/2021,23,15,GOLDEN STATE WARRIORS,AWAY,OKC,WIN,1938,6,14,4,9,7,7,1,5,4,0,1,4,1,16.9
TRUE,10/28/2021,36,12,GOLDEN STATE WARRIORS,HOME,MEM,LOSS,2440,11,29,7,20,7,7,1,6,8,1,0,5,2,23.4
TRUE,10/30/2021,20,17,GOLDEN STATE WARRIORS,HOME,OKC,WIN,1631,7,16,6,15,0,0,0,5,6,1,1,2,1,16.6
TRUE,11/3/2021,15,-1,GOLDEN STATE WARRIORS,HOME,CHA,WIN,2125,6,15,3,11,0,0,1,7,9,1,1,4,3,12.5
TRUE,11/5/2021,19,17,GOLDEN STATE WARRIORS,HOME,NOP,WIN,1785,5,16,5,13,4,4,0,3,6,0,2,1,1,14.9
TRUE,11/7/2021,20,16,GOLDEN STATE WARRIORS,HOME,HOU,WIN,1609,8,16,4,11,0,0,2,1,2,3,0,0,3,16.9
TRUE,11/8/2021,50,31,GOLDEN STATE WARRIORS,HOME,ATL,WIN,2102,14,28,9,19,13,13,2,5,10,4,1,2,0,48.6
TRUE,11/10/2021,25,11,GOLDEN STATE WARRIORS,HOME,MIN,WIN,2046,8,16,3,9,6,8,0,5,6,1,0,3,2,19.1
TRUE,11/12/2021,40,31,GOLDEN STATE WARRIORS,HOME,CHI,WIN,2053,15,24,9,17,1,1,0,4,5,1,1,6,1,29.2
TRUE,11/14/2021,24,14,GOLDEN STATE WARRIORS,AWAY,CHA,LOSS,2142,7,22,3,13,7,7,1,5,10,3,1,3,2,20.5
TRUE,11/16/2021,37,16,GOLDEN STATE WARRIORS,AWAY,BKN,WIN,1755,12,19,9,14,4,4,0,7,5,2,1,2,4,33.2
TRUE,11/18/2021,40,8,GOLDEN STATE WARRIORS,AWAY,CLE,WIN,2123,15,27,9,16,1,1,0,4,6,2,0,3,4,29.9
TRUE,11/21/2021,12,19,GOLDEN STATE WARRIORS,HOME,TOR,WIN,2224,2,10,1,6,7,7,0,2,8,1,0,4,1,8.6
TRUE,11/24/2021,25,29,GOLDEN STATE WARRIORS,HOME,PHI,WIN,2095,9,16,6,11,1,2,0,4,10,1,0,4,1,21.8
TRUE,11/26/2021,32,18,GOLDEN STATE WARRIORS,HOME,POR,WIN,2284,12,25,6,15,2,3,0,7,8,1,0,3,2,23.8
TRUE,11/28/2021,33,14,GOLDEN STATE WARRIORS,AWAY,LAC,WIN,2087,12,22,7,13,2,2,0,5,6,6,0,3,4,29.5
TRUE,11/30/2021,12,-17,GOLDEN STATE WARRIORS,AWAY,PHO,LOSS,2158,4,21,3,14,1,1,1,2,2,1,1,2,0,1.3
TRUE,12/3/2021,23,10,GOLDEN STATE WARRIORS,HOME,PHO,WIN,2004,8,20,6,11,1,2,2,3,5,0,0,3,2,13.8
TRUE,12/4/2021,27,3,GOLDEN STATE WARRIORS,HOME,SAS,LOSS,2212,7,28,5,17,8,9,1,7,5,3,0,1,1,17.7
TRUE,12/6/2021,31,9,GOLDEN STATE WARRIORS,HOME,ORL,WIN,1858,8,16,7,13,8,8,0,3,8,2,0,3,2,27.7
TRUE,12/8/2021,22,16,GOLDEN STATE WARRIORS,HOME,POR,WIN,2001,8,19,6,17,0,0,2,0,2,1,0,4,3,10.5
TRUE,12/11/2021,18,-9,GOLDEN STATE WARRIORS,AWAY,PHI,LOSS,2174,6,20,3,14,3,4,2,7,5,0,0,3,1,9.6
TRUE,12/13/2021,26,17,GOLDEN STATE WARRIORS,AWAY,IND,WIN,2121,8,20,5,15,5,5,1,5,6,1,1,7,1,15.9
TRUE,12/14/2021,22,13,GOLDEN STATE WARRIORS,AWAY,NYK,WIN,2083,8,19,5,14,1,2,0,3,3,1,1,4,4,10.6
TRUE,12/17/2021,30,-10,GOLDEN STATE WARRIORS,AWAY,BOS,WIN,2115,8,21,5,14,9,9,1,4,4,1,0,6,6,15.8
TRUE,12/20/2021,30,16,GOLDEN STATE WARRIORS,HOME,SAC,WIN,2174,13,27,4,12,0,1,0,3,4,0,2,4,1,16.6
TRUE,12/23/2021,46,15,GOLDEN STATE WARRIORS,HOME,MEM,WIN,2239,13,22,8,14,12,12,0,4,4,2,0,3,1,38.4
TRUE,12/25/2021,33,24,GOLDEN STATE WARRIORS,AWAY,PHO,WIN,2232,10,27,5,16,8,9,0,4,6,3,1,1,3,24.6
TRUE,12/28/2021,23,5,GOLDEN STATE WARRIORS,HOME,DEN,LOSS,2345,6,16,5,14,6,7,0,4,4,0,0,6,3,10.6
TRUE,1/1/2022,28,4,GOLDEN STATE WARRIORS,AWAY,UTA,WIN,2131,8,18,6,12,6,7,0,6,9,0,1,3,3,22.8
TRUE,1/3/2022,9,0,GOLDEN STATE WARRIORS,HOME,MIA,WIN,1921,3,17,1,10,2,2,0,3,10,0,1,2,3,3.7
TRUE,1/5/2022,14,0,GOLDEN STATE WARRIORS,AWAY,DAL,LOSS,2164,5,24,1,9,3,4,0,9,5,0,1,5,2,-0.1
TRUE,1/9/2022,28,23,GOLDEN STATE WARRIORS,HOME,CLE,WIN,2191,10,21,4,11,4,4,3,2,5,1,0,5,3,18.3
TRUE,1/11/2022,27,-1,GOLDEN STATE WARRIORS,AWAY,MEM,LOSS,2321,8,21,2,9,9,10,1,9,10,2,0,3,3,23.3
TRUE,1/13/2022,12,-25,GOLDEN STATE WARRIORS,AWAY,MIL,LOSS,1755,4,11,2,6,2,2,0,8,4,2,0,4,0,9.1
TRUE,1/14/2022,19,24,GOLDEN STATE WARRIORS,AWAY,CHI,WIN,1657,7,15,4,10,1,2,0,2,2,1,0,1,0,12.9
TRUE,1/18/2022,18,21,GOLDEN STATE WARRIORS,HOME,DET,WIN,1713,6,11,4,8,2,2,0,3,8,3,0,1,1,20.8
TRUE,1/20/2022,39,-4,GOLDEN STATE WARRIORS,HOME,IND,LOSS,2637,12,27,6,16,9,9,0,5,8,1,0,2,3,29.8
TRUE,1/21/2022,22,2,GOLDEN STATE WARRIORS,HOME,HOU,WIN,2336,6,21,4,13,6,8,0,4,12,1,1,2,3,17
TRUE,1/23/2022,13,-5,GOLDEN STATE WARRIORS,HOME,UTA,WIN,2102,5,20,1,13,2,2,2,2,6,0,0,1,0,6.2
TRUE,1/25/2022,18,23,GOLDEN STATE WARRIORS,HOME,DAL,WIN,1738,7,16,2,10,2,3,2,7,7,1,0,4,3,13.4
TRUE,1/27/2022,29,13,GOLDEN STATE WARRIORS,HOME,MIN,WIN,2301,10,20,6,10,3,3,0,8,6,3,0,4,1,24.2
TRUE,1/29/2022,19,-3,GOLDEN STATE WARRIORS,HOME,BKN,WIN,2131,5,18,3,10,6,6,2,5,8,3,0,5,5,12.9
TRUE,1/31/2022,40,18,GOLDEN STATE WARRIORS,AWAY,HOU,WIN,2277,13,23,7,14,7,8,0,5,9,1,1,1,0,37.2
TRUE,2/3/2022,20,21,GOLDEN STATE WARRIORS,HOME,SAC,WIN,1900,7,11,4,7,2,2,0,1,7,2,0,4,4,16.7
TRUE,2/7/2022,18,4,GOLDEN STATE WARRIORS,AWAY,OKC,WIN,2194,6,12,4,10,2,2,0,9,10,1,0,4,2,17.9
TRUE,2/9/2022,16,-14,GOLDEN STATE WARRIORS,AWAY,UTA,LOSS,1779,5,13,3,8,3,4,1,6,2,0,0,4,2,7.6
TRUE,2/10/2022,35,9,GOLDEN STATE WARRIORS,HOME,NYK,LOSS,2348,11,25,5,16,8,8,0,2,10,1,0,3,5,25.5
TRUE,2/12/2022,24,8,GOLDEN STATE WARRIORS,HOME,LAS,WIN,2196,7,17,1,8,9,9,0,5,8,1,0,2,3,19.8
TRUE,2/14/2022,33,-19,GOLDEN STATE WARRIORS,AWAY,LAC,LOSS,2029,11,18,8,13,3,3,0,2,2,0,0,4,2,22
TRUE,2/16/2022,25,-2,GOLDEN STATE WARRIORS,HOME,DEN,LOSS,2346,10,19,1,7,4,4,0,3,6,0,0,2,2,18
TRUE,2/24/2022,18,19,GOLDEN STATE WARRIORS,AWAY,POR,WIN,1647,5,11,2,7,6,6,0,5,14,1,1,3,3,21.1
TRUE,2/27/2022,27,-4,GOLDEN STATE WARRIORS,HOME,DAL,LOSS,2284,11,25,3,10,2,4,1,3,10,2,0,1,0,22.7
TRUE,3/1/2022,34,-10,GOLDEN STATE WARRIORS,AWAY,MIN,LOSS,1993,10,24,5,16,9,9,1,4,4,0,0,4,1,21.5
TRUE,3/3/2022,21,-8,GOLDEN STATE WARRIORS,AWAY,DAL,LOSS,2426,8,15,4,5,1,1,0,5,9,1,0,3,3,18.3
TRUE,3/5/2022,30,-12,GOLDEN STATE WARRIORS,AWAY,LAS,LOSS,2141,13,22,4,9,0,0,0,4,1,0,0,4,0,17.7
TRUE,3/8/2022,15,6,GOLDEN STATE WARRIORS,HOME,LAC,WIN,2103,5,12,1,6,4,4,0,5,5,3,0,4,4,11
TRUE,3/10/2022,34,18,GOLDEN STATE WARRIORS,AWAY,DEN,WIN,2278,11,21,5,12,7,7,0,9,3,2,0,2,1,28.1
TRUE,3/12/2022,8,14,GOLDEN STATE WARRIORS,HOME,MIL,WIN,1989,3,7,2,4,0,0,1,4,8,1,1,4,1,9.1
TRUE,3/14/2022,47,17,GOLDEN STATE WARRIORS,HOME,WSH,WIN,2126,16,25,7,14,8,8,0,6,6,1,0,2,1,40.5
TRUE,3/16/2022,3,-5,GOLDEN STATE WARRIORS,HOME,BOS,LOSS,820,1,4,1,4,0,0,0,1,2,0,0,4,2,-2.5
